,Unnamed: 0,year,age,sex,maritl,race,education,region,jobclass,health,health_ins,logwage,wage
2429,450777,2009,22,1. Male,1. Never Married,1. White,2. HS Grad,2. Middle Atlantic,1. Industrial,2. >=Very Good,2. No,3.5440680443502797,34.6074177301288
2430,158588,2003,50,1. Male,4. Divorced,1. White,3. Some College,2. Middle Atlantic,2. Information,1. <=Good,1. Yes,4.60530504614111,100.013486924706
2431,377411,2008,48,1. Male,5. Separated,1. White,1. < HS Grad,2. Middle Atlantic,1. Industrial,2. >=Very Good,2. No,4.1723693767638395,64.8689691939769
2432,302723,2007,40,1. Male,1. Never Married,3. Asian,5. Advanced Degree,2. Middle Atlantic,1. Industrial,2. >=Very Good,1. Yes,4.69897000433602,109.833985642199
2433,153400,2003,45,1. Male,2. Married,1. White,3. Some College,2. Middle Atlantic,2. Information,2. >=Very Good,1. Yes,4.84509804001426,127.115743812184
2434,86089,2004,30,1. Male,2. Married,1. White,4. College Grad,2. Middle Atlantic,2. Information,2. >=Very Good,1. Yes,4.7403626894942406,114.475713290347
2435,160883,2003,46,1. Male,2. Married,1. White,4. College Grad,2. Middle Atlantic,1. Industrial,2. >=Very Good,1. Yes,4.76342799356294,117.14681691480499
2436,379090,2008,34,1. Male,2. Married,1. White,2. HS Grad,2. Middle Atlantic,1. Industrial,2. >=Very Good,1. Yes,4.90308998699194,134.705375118879
2437,302129,2007,32,1. Male,2. Married,1. White,1. < HS Grad,2. Middle Atlantic,1. Industrial,2. >=Very Good,2. No,4.1760912590556805,65.1108537153447
2438,86755,2004,53,1. Male,2. Married,1. White,4. College Grad,2. Middle Atlantic,1. Industrial,1. <=Good,1. Yes,4.96378782734556,143.134940811134
2439,377441,2008,32,1. Male,1. Never Married,1. White,3. Some College,2. Middle Atlantic,1. Industrial,2. >=Very Good,2. No,4.342422680822209,76.8936025176112
2440,87396,2004,39,1. Male,2. Married,2. Black,4. College Grad,2. Middle Atlantic,1. Industrial,2. >=Very Good,2. No,4.60205999132796,99.6894636984864
2441,307386,2007,51,1. Male,2. Married,1. White,4. College Grad,2. Middle Atlantic,2. Information,2. >=Very Good,1. Yes,4.54406804435028,94.0727147457005
2442,84169,2004,40,1. Male,2. Married,1. White,2. HS Grad,2. Middle Atlantic,2. Information,1. <=Good,1. Yes,4.32221929473392,75.3556793180091
2443,449775,2009,66,1. Male,2. Married,1. White,4. College Grad,2. Middle Atlantic,2. Information,1. <=Good,1. Yes,4.84509804001426,127.115743812184
2444,228357,2006,40,1. Male,2. Married,1. White,4. College Grad,2. Middle Atlantic,1. Industrial,2. >=Very Good,1. Yes,5.11394335230684,166.32494123387698
2445,449987,2009,52,1. Male,2. Married,1. White,5. Advanced Degree,2. Middle Atlantic,2. Information,2. >=Very Good,2. No,4.89209460269048,133.232350826567
2446,303856,2007,36,1. Male,2. Married,1. White,3. Some College,2. Middle Atlantic,2. Information,2. >=Very Good,1. Yes,4.83250891270624,125.525498433836
2447,304921,2007,32,1. Male,1. Never Married,1. White,2. HS Grad,2. Middle Atlantic,1. Industrial,1. <=Good,1. Yes,4.494154594018441,89.49247951800008
2448,374988,2008,45,1. Male,2. Married,1. White,2. HS Grad,2. Middle Atlantic,2. Information,2. >=Very Good,2. No,4.4313637641589905,84.0459576539924
2449,229150,2006,37,1. Male,2. Married,1. White,2. HS Grad,2. Middle Atlantic,2. Information,2. >=Very Good,1. Yes,5.130333768495009,169.073540049428
2450,84663,2004,47,1. Male,2. Married,3. Asian,5. Advanced Degree,2. Middle Atlantic,2. Information,2. >=Very Good,1. Yes,5.0791812460476295,160.642475408263
2451,379349,2008,49,1. Male,2. Married,1. White,2. HS Grad,2. Middle Atlantic,1. Industrial,2. >=Very Good,1. Yes,4.97099736557249,144.170606488233
2452,157534,2003,53,1. Male,2. Married,1. White,1. < HS Grad,2. Middle Atlantic,2. Information,2. >=Very Good,2. No,4.30102999566398,73.77574327469459
2453,305469,2007,66,1. Male,4. Divorced,2. Black,2. HS Grad,2. Middle Atlantic,2. Information,1. <=Good,1. Yes,4.25527250510331,70.47601964694451
2454,231089,2006,33,1. Male,2. Married,1. White,1. < HS Grad,2. Middle Atlantic,2. Information,1. <=Good,2. No,4.30102999566398,73.77574327469459
2455,82956,2004,58,1. Male,4. Divorced,1. White,2. HS Grad,2. Middle Atlantic,1. Industrial,1. <=Good,2. No,4.54406804435028,94.0727147457005
2456,379819,2008,41,1. Male,2. Married,1. White,5. Advanced Degree,2. Middle Atlantic,1. Industrial,2. >=Very Good,2. No,4.42114306707167,83.1913242935054
2457,449534,2009,54,1. Male,2. Married,3. Asian,3. Some College,2. Middle Atlantic,2. Information,2. >=Very Good,1. Yes,4.90308998699194,134.705375118879
2458,448935,2009,26,1. Male,1. Never Married,1. White,2. HS Grad,2. Middle Atlantic,1. Industrial,2. >=Very Good,2. No,4.46239799789896,86.6951548289402
2459,375717,2008,24,1. Male,1. Never Married,4. Other,2. HS Grad,2. Middle Atlantic,1. Industrial,1. <=Good,2. No,4.25527250510331,70.47601964694451
2460,304731,2007,62,1. Male,2. Married,1. White,4. College Grad,2. Middle Atlantic,2. Information,2. >=Very Good,2. No,4.8750612633917,130.982177377461
2461,10772,2005,63,1. Male,2. Married,1. White,2. HS Grad,2. Middle Atlantic,2. Information,2. >=Very Good,1. Yes,4.91488766741439,136.303997562054
2462,14158,2005,26,1. Male,1. Never Married,3. Asian,4. College Grad,2. Middle Atlantic,1. Industrial,2. >=Very Good,1. Yes,4.73639650227664,114.022580378556
2463,85775,2004,45,1. Male,2. Married,1. White,2. HS Grad,2. Middle Atlantic,2. Information,1. <=Good,1. Yes,4.66464197555613,106.127582150788
2464,161082,2003,23,1. Male,2. Married,1. White,2. HS Grad,2. Middle Atlantic,1. Industrial,2. >=Very Good,2. No,4.47712125471966,87.98103278560541
2465,377328,2008,31,1. Male,2. Married,1. White,4. College Grad,2. Middle Atlantic,1. Industrial,2. >=Very Good,2. No,4.75587485567249,116.265324062503
2466,155957,2003,44,1. Male,2. Married,1. White,5. Advanced Degree,2. Middle Atlantic,2. Information,2. >=Very Good,1. Yes,4.96378782734556,143.134940811134
2467,154985,2003,43,1. Male,1. Never Married,1. White,1. < HS Grad,2. Middle Atlantic,1. Industrial,1. <=Good,1. Yes,4.0,54.59815003314421
2468,87716,2004,48,1. Male,2. Married,1. White,2. HS Grad,2. Middle Atlantic,1. Industrial,2. >=Very Good,2. No,3.8750612633917005,48.185650217039004
2469,374629,2008,48,1. Male,2. Married,1. White,4. College Grad,2. Middle Atlantic,2. Information,2. >=Very Good,1. Yes,4.81291335664286,123.089699847943
2470,232517,2006,55,1. Male,2. Married,1. White,5. Advanced Degree,2. Middle Atlantic,2. Information,2. >=Very Good,2. No,4.767155866082179,117.584340323354
2471,84219,2004,45,1. Male,2. Married,3. Asian,5. Advanced Degree,2. Middle Atlantic,2. Information,2. >=Very Good,1. Yes,5.606885241288571,272.294783220064
2472,380749,2008,48,1. Male,2. Married,1. White,4. College Grad,2. Middle Atlantic,2. Information,2. >=Very Good,1. Yes,4.977723605288849,145.143601176911
2473,453653,2009,63,1. Male,2. Married,1. White,2. HS Grad,2. Middle Atlantic,1. Industrial,2. >=Very Good,1. Yes,4.77815125038364,118.884359339886
2474,81828,2004,57,1. Male,2. Married,2. Black,2. HS Grad,2. Middle Atlantic,2. Information,2. >=Very Good,1. Yes,4.579783596616809,97.49329404539341
2475,377546,2008,69,1. Male,2. Married,3. Asian,5. Advanced Degree,2. Middle Atlantic,2. Information,2. >=Very Good,1. Yes,5.0,148.413159102577
2476,451614,2009,31,1. Male,1. Never Married,1. White,4. College Grad,2. Middle Atlantic,2. Information,2. >=Very Good,1. Yes,4.84509804001426,127.115743812184
2477,160598,2003,38,1. Male,2. Married,1. White,4. College Grad,2. Middle Atlantic,2. Information,2. >=Very Good,1. Yes,5.59198011410292,268.266292012557
2478,7816,2005,43,1. Male,5. Separated,1. White,4. College Grad,2. Middle Atlantic,2. Information,2. >=Very Good,1. Yes,4.69897000433602,109.833985642199
2479,157421,2003,19,1. Male,1. Never Married,1. White,2. HS Grad,2. Middle Atlantic,1. Industrial,2. >=Very Good,2. No,3.94939000664491,51.903696266568204
2480,9691,2005,44,1. Male,2. Married,1. White,4. College Grad,2. Middle Atlantic,2. Information,2. >=Very Good,1. Yes,4.7403626894942406,114.475713290347
2481,304770,2007,31,1. Male,2. Married,3. Asian,4. College Grad,2. Middle Atlantic,2. Information,2. >=Very Good,2. No,4.90308998699194,134.705375118879
2482,81122,2004,49,1. Male,1. Never Married,4. Other,1. < HS Grad,2. Middle Atlantic,1. Industrial,2. >=Very Good,1. Yes,4.47712125471966,87.98103278560541
2483,233881,2006,29,1. Male,2. Married,1. White,3. Some College,2. Middle Atlantic,2. Information,1. <=Good,1. Yes,4.55630250076729,95.23071256698191
2484,377413,2008,26,1. Male,2. Married,4. Other,3. Some College,2. Middle Atlantic,2. Information,2. >=Very Good,1. Yes,4.342422680822209,76.8936025176112
2485,303918,2007,37,1. Male,2. Married,1. White,5. Advanced Degree,2. Middle Atlantic,2. Information,2. >=Very Good,1. Yes,4.75587485567249,116.265324062503
2486,229437,2006,30,1. Male,1. Never Married,1. White,2. HS Grad,2. Middle Atlantic,1. Industrial,2. >=Very Good,2. No,4.39794000867204,81.2832532842527
2487,447724,2009,35,1. Male,2. Married,1. White,3. Some College,2. Middle Atlantic,1. Industrial,2. >=Very Good,1. Yes,4.879932681711611,131.62180303308998
2488,85017,2004,40,1. Male,2. Married,1. White,2. HS Grad,2. Middle Atlantic,1. Industrial,2. >=Very Good,1. Yes,4.76342799356294,117.14681691480499
2489,9109,2005,44,1. Male,4. Divorced,4. Other,5. Advanced Degree,2. Middle Atlantic,2. Information,2. >=Very Good,1. Yes,4.23044892137827,68.7480877337669
2490,84346,2004,65,1. Male,2. Married,1. White,2. HS Grad,2. Middle Atlantic,1. Industrial,1. <=Good,1. Yes,4.83250891270624,125.525498433836
2491,301863,2007,54,1. Male,2. Married,2. Black,3. Some College,2. Middle Atlantic,1. Industrial,2. >=Very Good,1. Yes,4.623249290397901,101.82435207568001
2492,452767,2009,56,1. Male,2. Married,1. White,3. Some College,2. Middle Atlantic,1. Industrial,2. >=Very Good,1. Yes,4.94448267215017,140.398200161944
2493,380912,2008,48,1. Male,2. Married,1. White,4. College Grad,2. Middle Atlantic,2. Information,2. >=Very Good,1. Yes,4.681241237375589,107.90392386687599
2494,450623,2009,37,1. Male,4. Divorced,1. White,3. Some College,2. Middle Atlantic,1. Industrial,1. <=Good,2. No,4.06069784035361,58.014782012185705
2495,7899,2005,30,1. Male,2. Married,1. White,2. HS Grad,2. Middle Atlantic,1. Industrial,2. >=Very Good,1. Yes,4.60205999132796,99.6894636984864
2496,13782,2005,46,1. Male,2. Married,1. White,5. Advanced Degree,2. Middle Atlantic,1. Industrial,2. >=Very Good,2. No,4.447158031342219,85.3839403789827
2497,452871,2009,37,1. Male,2. Married,1. White,2. HS Grad,2. Middle Atlantic,1. Industrial,1. <=Good,1. Yes,4.8808135922807905,131.737801155001
2498,13456,2005,58,1. Male,4. Divorced,2. Black,2. HS Grad,2. Middle Atlantic,2. Information,2. >=Very Good,2. No,4.39794000867204,81.2832532842527
2499,306022,2007,52,1. Male,2. Married,1. White,3. Some College,2. Middle Atlantic,1. Industrial,1. <=Good,1. Yes,4.46239799789896,86.6951548289402
2500,232102,2006,45,1. Male,2. Married,1. White,3. Some College,2. Middle Atlantic,2. Information,1. <=Good,1. Yes,5.060697840353611,157.700527725737
2501,375105,2008,33,1. Male,2. Married,1. White,2. HS Grad,2. Middle Atlantic,1. Industrial,2. >=Very Good,2. No,4.17614916112655,65.11462387776
2502,81175,2004,51,1. Male,2. Married,1. White,3. Some College,2. Middle Atlantic,1. Industrial,2. >=Very Good,2. No,4.50514997831991,90.48191335664009
2503,375985,2008,50,1. Male,2. Married,1. White,1. < HS Grad,2. Middle Atlantic,1. Industrial,2. >=Very Good,2. No,3.84509804001426,46.76326879771871
2504,233063,2006,42,1. Male,2. Married,1. White,2. HS Grad,2. Middle Atlantic,1. Industrial,1. <=Good,1. Yes,4.447158031342219,85.3839403789827
2505,85647,2004,46,1. Male,1. Never Married,1. White,3. Some College,2. Middle Atlantic,1. Industrial,1. <=Good,1. Yes,4.93951925261862,139.703071527658
2506,11736,2005,43,1. Male,2. Married,1. White,5. Advanced Degree,2. Middle Atlantic,2. Information,2. >=Very Good,1. Yes,5.0,148.413159102577
2507,153843,2003,47,1. Male,2. Married,1. White,3. Some College,2. Middle Atlantic,1. Industrial,2. >=Very Good,1. Yes,4.39794000867204,81.2832532842527
2508,10673,2005,47,1. Male,2. Married,1. White,5. Advanced Degree,2. Middle Atlantic,2. Information,2. >=Very Good,2. No,4.77815125038364,118.884359339886
2509,84898,2004,44,1. Male,2. Married,1. White,4. College Grad,2. Middle Atlantic,2. Information,1. <=Good,2. No,4.2648178230095395,71.15195654330309
2510,375389,2008,36,1. Male,2. Married,3. Asian,2. HS Grad,2. Middle Atlantic,1. Industrial,2. >=Very Good,2. No,4.1760912590556805,65.1108537153447
2511,374477,2008,39,1. Male,2. Married,1. White,2. HS Grad,2. Middle Atlantic,1. Industrial,1. <=Good,2. No,4.1760912590556805,65.1108537153447
2512,160912,2003,29,1. Male,2. Married,1. White,4. College Grad,2. Middle Atlantic,2. Information,2. >=Very Good,1. Yes,4.83250891270624,125.525498433836
2513,13605,2005,40,1. Male,2. Married,1. White,3. Some College,2. Middle Atlantic,2. Information,2. >=Very Good,1. Yes,4.81291335664286,123.089699847943
2514,305951,2007,20,1. Male,1. Never Married,1. White,3. Some College,2. Middle Atlantic,1. Industrial,1. <=Good,1. Yes,4.26007138798508,70.8150386167557
2515,84566,2004,32,1. Male,2. Married,1. White,5. Advanced Degree,2. Middle Atlantic,2. Information,2. >=Very Good,1. Yes,4.72427586960079,112.64889634209999
2516,160765,2003,36,1. Male,2. Married,1. White,3. Some College,2. Middle Atlantic,1. Industrial,2. >=Very Good,1. Yes,4.46239799789896,86.6951548289402
2517,449036,2009,31,1. Male,1. Never Married,2. Black,3. Some College,2. Middle Atlantic,1. Industrial,2. >=Very Good,1. Yes,4.41497334797082,82.6796372966372
2518,13295,2005,28,1. Male,2. Married,3. Asian,4. College Grad,2. Middle Atlantic,1. Industrial,2. >=Very Good,1. Yes,4.8750612633917,130.982177377461
2519,7863,2005,41,1. Male,4. Divorced,4. Other,3. Some College,2. Middle Atlantic,2. Information,1. <=Good,1. Yes,4.76342799356294,117.14681691480499
2520,87877,2004,54,1. Male,2. Married,1. White,4. College Grad,2. Middle Atlantic,1. Industrial,2. >=Very Good,1. Yes,5.17609125905568,176.98965048987702
2521,86166,2004,42,1. Male,2. Married,1. White,2. HS Grad,2. Middle Atlantic,1. Industrial,2. >=Very Good,2. No,4.77815125038364,118.884359339886
2522,160895,2003,19,1. Male,1. Never Married,1. White,2. HS Grad,2. Middle Atlantic,2. Information,1. <=Good,1. Yes,4.23044892137827,68.7480877337669
2523,450033,2009,59,1. Male,2. Married,1. White,3. Some College,2. Middle Atlantic,2. Information,1. <=Good,2. No,5.59061783348625,267.901086855275
2524,156104,2003,64,1. Male,1. Never Married,1. White,3. Some College,2. Middle Atlantic,2. Information,1. <=Good,1. Yes,4.60205999132796,99.6894636984864
2525,160718,2003,31,1. Male,2. Married,1. White,3. Some College,2. Middle Atlantic,1. Industrial,2. >=Very Good,1. Yes,4.52891670027766,92.6581301668597
2526,81086,2004,37,1. Male,1. Never Married,1. White,3. Some College,2. Middle Atlantic,2. Information,2. >=Very Good,1. Yes,4.69897000433602,109.833985642199
2527,87767,2004,30,1. Male,2. Married,1. White,2. HS Grad,2. Middle Atlantic,1. Industrial,2. >=Very Good,1. Yes,4.47712125471966,87.98103278560541
2528,13125,2005,24,1. Male,1. Never Married,1. White,4. College Grad,2. Middle Atlantic,1. Industrial,2. >=Very Good,1. Yes,4.77815125038364,118.884359339886
2529,231653,2006,26,1. Male,2. Married,1. White,2. HS Grad,2. Middle Atlantic,1. Industrial,1. <=Good,2. No,4.318063334962759,75.0431540173515
2530,85304,2004,44,1. Male,2. Married,1. White,4. College Grad,2. Middle Atlantic,2. Information,2. >=Very Good,1. Yes,4.7403626894942406,114.475713290347
2531,375038,2008,39,1. Male,2. Married,1. White,5. Advanced Degree,2. Middle Atlantic,2. Information,2. >=Very Good,1. Yes,5.62321723414596,276.778413321176
2532,9595,2005,48,1. Male,2. Married,1. White,5. Advanced Degree,2. Middle Atlantic,2. Information,2. >=Very Good,1. Yes,5.62618633492728,277.601417511009
2533,87553,2004,53,1. Male,1. Never Married,2. Black,2. HS Grad,2. Middle Atlantic,1. Industrial,1. <=Good,1. Yes,4.38916608436453,80.5731997057359
2534,81392,2004,42,1. Male,2. Married,3. Asian,5. Advanced Degree,2. Middle Atlantic,2. Information,2. >=Very Good,1. Yes,4.7403626894942406,114.475713290347
2535,451374,2009,44,1. Male,2. Married,1. White,5. Advanced Degree,2. Middle Atlantic,1. Industrial,2. >=Very Good,1. Yes,5.11394335230684,166.32494123387698
2536,158047,2003,25,1. Male,1. Never Married,1. White,4. College Grad,2. Middle Atlantic,2. Information,2. >=Very Good,1. Yes,4.447158031342219,85.3839403789827
2537,81515,2004,46,1. Male,2. Married,1. White,2. HS Grad,2. Middle Atlantic,1. Industrial,1. <=Good,1. Yes,3.77815125038364,43.735111677982104
2538,153519,2003,52,1. Male,2. Married,1. White,3. Some College,2. Middle Atlantic,2. Information,2. >=Very Good,2. No,4.623249290397901,101.82435207568001
2539,380550,2008,33,1. Male,2. Married,1. White,3. Some College,2. Middle Atlantic,2. Information,1. <=Good,1. Yes,4.47712125471966,87.98103278560541
2540,304366,2007,30,1. Male,2. Married,2. Black,3. Some College,2. Middle Atlantic,2. Information,2. >=Very Good,2. No,4.7993405494535795,121.430313822622
2541,304377,2007,38,1. Male,1. Never Married,1. White,3. Some College,2. Middle Atlantic,1. Industrial,2. >=Very Good,1. Yes,4.69897000433602,109.833985642199
2542,9064,2005,29,1. Male,1. Never Married,1. White,2. HS Grad,2. Middle Atlantic,2. Information,2. >=Very Good,1. Yes,4.38021124171161,79.8549003093467
2543,378073,2008,57,1. Male,2. Married,3. Asian,4. College Grad,2. Middle Atlantic,1. Industrial,1. <=Good,1. Yes,4.84509804001426,127.115743812184
2544,158940,2003,50,1. Male,2. Married,1. White,4. College Grad,2. Middle Atlantic,2. Information,2. >=Very Good,1. Yes,4.74741180788642,115.28551699418699
2545,380022,2008,23,1. Male,1. Never Married,1. White,3. Some College,2. Middle Atlantic,1. Industrial,1. <=Good,2. No,4.59108687796735,98.6015397849967
2546,227841,2006,46,1. Male,4. Divorced,1. White,3. Some College,2. Middle Atlantic,2. Information,2. >=Very Good,1. Yes,4.9731278535997,144.47808766541002
2547,12002,2005,61,1. Male,2. Married,1. White,4. College Grad,2. Middle Atlantic,1. Industrial,1. <=Good,1. Yes,4.913813852383719,136.15771083722998
2548,304602,2007,70,1. Male,2. Married,1. White,1. < HS Grad,2. Middle Atlantic,2. Information,2. >=Very Good,2. No,4.61278385671974,100.76427284210699
2549,450489,2009,59,1. Male,2. Married,1. White,2. HS Grad,2. Middle Atlantic,1. Industrial,1. <=Good,1. Yes,4.342422680822209,76.8936025176112
2550,158881,2003,57,1. Male,2. Married,2. Black,2. HS Grad,2. Middle Atlantic,1. Industrial,1. <=Good,1. Yes,4.50514997831991,90.48191335664009
2551,154684,2003,25,1. Male,1. Never Married,1. White,2. HS Grad,2. Middle Atlantic,1. Industrial,1. <=Good,2. No,4.46239799789896,86.6951548289402
2552,9521,2005,48,1. Male,2. Married,1. White,3. Some College,2. Middle Atlantic,1. Industrial,2. >=Very Good,1. Yes,4.81954393554187,123.908567597957
2553,451147,2009,52,1. Male,2. Married,3. Asian,5. Advanced Degree,2. Middle Atlantic,2. Information,1. <=Good,2. No,4.1760912590556805,65.1108537153447
2554,448799,2009,44,1. Male,5. Separated,1. White,4. College Grad,2. Middle Atlantic,2. Information,2. >=Very Good,1. Yes,4.8808135922807905,131.737801155001
2555,86446,2004,40,1. Male,2. Married,1. White,2. HS Grad,2. Middle Atlantic,1. Industrial,2. >=Very Good,1. Yes,4.20411998265593,66.9616443217359
2556,378317,2008,43,1. Male,2. Married,1. White,4. College Grad,2. Middle Atlantic,2. Information,1. <=Good,1. Yes,5.278753600952831,196.125272594255
2557,7499,2005,51,1. Male,2. Married,1. White,3. Some College,2. Middle Atlantic,1. Industrial,1. <=Good,1. Yes,5.11394335230684,166.32494123387698
2558,154659,2003,43,1. Male,2. Married,3. Asian,1. < HS Grad,2. Middle Atlantic,2. Information,2. >=Very Good,2. No,4.1760912590556805,65.1108537153447
2559,159096,2003,42,1. Male,2. Married,1. White,2. HS Grad,2. Middle Atlantic,1. Industrial,2. >=Very Good,1. Yes,4.79239168949825,120.589436530402
2560,379777,2008,28,1. Male,2. Married,1. White,2. HS Grad,2. Middle Atlantic,1. Industrial,2. >=Very Good,2. No,4.623249290397901,101.82435207568001
2561,161093,2003,54,1. Male,2. Married,1. White,5. Advanced Degree,2. Middle Atlantic,2. Information,2. >=Very Good,2. No,5.0,148.413159102577
2562,8398,2005,34,1. Male,2. Married,1. White,5. Advanced Degree,2. Middle Atlantic,2. Information,2. >=Very Good,1. Yes,5.0692313633471695,159.05202712934602
2563,86001,2004,50,1. Male,2. Married,1. White,4. College Grad,2. Middle Atlantic,2. Information,2. >=Very Good,1. Yes,4.69897000433602,109.833985642199
2564,9947,2005,36,1. Male,2. Married,1. White,5. Advanced Degree,2. Middle Atlantic,2. Information,2. >=Very Good,1. Yes,4.94200805302231,140.051197616953
2565,13597,2005,36,1. Male,2. Married,1. White,4. College Grad,2. Middle Atlantic,1. Industrial,2. >=Very Good,1. Yes,4.88546864938853,132.352477709878
2566,8402,2005,71,1. Male,3. Widowed,1. White,3. Some College,2. Middle Atlantic,1. Industrial,1. <=Good,1. Yes,4.77815125038364,118.884359339886
2567,229336,2006,31,1. Male,1. Never Married,3. Asian,5. Advanced Degree,2. Middle Atlantic,2. Information,2. >=Very Good,1. Yes,4.579783596616809,97.49329404539341
2568,9471,2005,43,1. Male,2. Married,1. White,5. Advanced Degree,2. Middle Atlantic,2. Information,1. <=Good,1. Yes,4.90308998699194,134.705375118879
2569,307463,2007,20,1. Male,1. Never Married,1. White,3. Some College,2. Middle Atlantic,1. Industrial,1. <=Good,2. No,4.278753600952831,72.15045568157129
2570,303301,2007,23,1. Male,1. Never Married,1. White,1. < HS Grad,2. Middle Atlantic,1. Industrial,2. >=Very Good,1. Yes,4.47712125471966,87.98103278560541
2571,307758,2007,42,1. Male,4. Divorced,1. White,2. HS Grad,2. Middle Atlantic,1. Industrial,1. <=Good,2. No,3.90308998699194,49.555338121522595
2572,8704,2005,41,1. Male,2. Married,1. White,5. Advanced Degree,2. Middle Atlantic,2. Information,2. >=Very Good,1. Yes,5.0043213737826395,149.055895589404
2573,450579,2009,27,1. Male,2. Married,1. White,5. Advanced Degree,2. Middle Atlantic,2. Information,2. >=Very Good,1. Yes,4.80617997398389,122.26367389280199
2574,377548,2008,29,1. Male,2. Married,1. White,3. Some College,2. Middle Atlantic,1. Industrial,1. <=Good,2. No,4.623249290397901,101.82435207568001
2575,379802,2008,41,1. Male,4. Divorced,1. White,3. Some College,2. Middle Atlantic,1. Industrial,1. <=Good,1. Yes,4.60205999132796,99.6894636984864
2576,155828,2003,41,1. Male,2. Married,2. Black,2. HS Grad,2. Middle Atlantic,1. Industrial,1. <=Good,1. Yes,4.6532125137753395,104.921506533664
2577,160072,2003,22,1. Male,1. Never Married,1. White,3. Some College,2. Middle Atlantic,2. Information,1. <=Good,2. No,4.39794000867204,81.2832532842527
2578,158458,2003,39,1. Male,2. Married,1. White,2. HS Grad,2. Middle Atlantic,1. Industrial,1. <=Good,1. Yes,4.30102999566398,73.77574327469459
2579,380862,2008,50,1. Male,2. Married,1. White,4. College Grad,2. Middle Atlantic,1. Industrial,2. >=Very Good,2. No,4.41497334797082,82.6796372966372
2580,229278,2006,49,1. Male,1. Never Married,1. White,4. College Grad,2. Middle Atlantic,1. Industrial,1. <=Good,1. Yes,5.0,148.413159102577
2581,158416,2003,42,1. Male,2. Married,1. White,3. Some College,2. Middle Atlantic,2. Information,2. >=Very Good,1. Yes,4.77815125038364,118.884359339886
2582,374326,2008,38,1. Male,2. Married,2. Black,2. HS Grad,2. Middle Atlantic,2. Information,2. >=Very Good,1. Yes,4.8633228601204594,129.453644576625
2583,84906,2004,55,1. Male,2. Married,1. White,4. College Grad,2. Middle Atlantic,2. Information,1. <=Good,2. No,4.90308998699194,134.705375118879
2584,10154,2005,47,1. Male,1. Never Married,1. White,2. HS Grad,2. Middle Atlantic,1. Industrial,1. <=Good,2. No,4.38021124171161,79.8549003093467
2585,304890,2007,52,1. Male,2. Married,4. Other,1. < HS Grad,2. Middle Atlantic,2. Information,2. >=Very Good,2. No,4.2211533219547,68.111994065327
2586,448330,2009,56,1. Male,4. Divorced,1. White,4. College Grad,2. Middle Atlantic,1. Industrial,2. >=Very Good,2. No,3.6989700043360196,40.405665259684504
2587,302440,2007,30,1. Male,2. Married,1. White,3. Some College,2. Middle Atlantic,2. Information,2. >=Very Good,2. No,4.8808135922807905,131.737801155001
2588,8594,2005,56,1. Male,2. Married,1. White,2. HS Grad,2. Middle Atlantic,1. Industrial,1. <=Good,2. No,4.90308998699194,134.705375118879
2589,160473,2003,46,1. Male,2. Married,1. White,2. HS Grad,2. Middle Atlantic,1. Industrial,1. <=Good,1. Yes,4.7403626894942406,114.475713290347
2590,452589,2009,43,1. Male,2. Married,1. White,1. < HS Grad,2. Middle Atlantic,2. Information,2. >=Very Good,2. No,4.83884909073726,126.323880709786
2591,154916,2003,35,1. Male,2. Married,1. White,3. Some College,2. Middle Atlantic,1. Industrial,1. <=Good,1. Yes,4.75966784468963,116.70715455914801
2592,453566,2009,58,1. Male,2. Married,1. White,2. HS Grad,2. Middle Atlantic,1. Industrial,1. <=Good,1. Yes,4.69897000433602,109.833985642199
2593,453173,2009,69,1. Male,2. Married,1. White,2. HS Grad,2. Middle Atlantic,1. Industrial,1. <=Good,1. Yes,4.39724458101039,81.226746312023
2594,231286,2006,68,1. Male,4. Divorced,1. White,2. HS Grad,2. Middle Atlantic,2. Information,1. <=Good,1. Yes,4.47712125471966,87.98103278560541
2595,83337,2004,52,1. Male,2. Married,1. White,3. Some College,2. Middle Atlantic,2. Information,2. >=Very Good,1. Yes,4.84509804001426,127.115743812184
2596,8625,2005,46,1. Male,1. Never Married,2. Black,4. College Grad,2. Middle Atlantic,2. Information,1. <=Good,1. Yes,4.6532125137753395,104.921506533664
2597,304249,2007,39,1. Male,1. Never Married,1. White,4. College Grad,2. Middle Atlantic,2. Information,2. >=Very Good,1. Yes,4.681241237375589,107.90392386687599
2598,452699,2009,66,1. Male,2. Married,1. White,4. College Grad,2. Middle Atlantic,1. Industrial,1. <=Good,2. No,4.69897000433602,109.833985642199
2599,13542,2005,30,1. Male,2. Married,1. White,5. Advanced Degree,2. Middle Atlantic,1. Industrial,2. >=Very Good,1. Yes,4.76342799356294,117.14681691480499
2600,233331,2006,30,1. Male,4. Divorced,1. White,3. Some College,2. Middle Atlantic,1. Industrial,2. >=Very Good,1. Yes,4.681241237375589,107.90392386687599
2601,12638,2005,43,1. Male,2. Married,1. White,2. HS Grad,2. Middle Atlantic,1. Industrial,2. >=Very Good,2. No,4.278753600952831,72.15045568157129
2602,376869,2008,49,1. Male,2. Married,1. White,5. Advanced Degree,2. Middle Atlantic,1. Industrial,2. >=Very Good,1. Yes,5.0791812460476295,160.642475408263
